ranking,title,year,duration,genre,rating,directors,votes
"3,177.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.1,,84
"3,178.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",7.8,,139
"3,179.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",8,,118
"3,180.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",7.3,,123
"3,181.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.7,,123
"3,182.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7,,87
"3,183.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",6.3,,105
"3,184.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.1,,124
"3,185.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.6,,111
"3,186.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.6,,105
"3,187.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",8.5,,185
"3,188.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",8.2,,162
"3,189.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.5,,83
"3,190.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",5.8,,92
"3,191.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.5,,127
"3,192.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",7.3,,131
"3,193.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",7.9,,105
"3,194.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",6.4,,91
"3,195.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.2,,84
"3,196.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.3,,86
"3,197.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",5.3,,85
"3,198.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.7,,102
"3,199.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",6.4,,94
"3,200.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.9,,108
"3,201.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",7.8,,114
"3,202.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.6,,83
"3,203.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",8,,106
"3,204.", The Bionic Woman,(1976–1978),60 min,"Action, Adventure, Drama",7.7,,94
"3,205.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",6.9,,92
"3,206.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.3,,119
"3,207.", The Bionic Woman,(1976–1978),60 min,"Action, Adventure, Drama",7,,86
"3,208.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.9,,114
"3,209.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",7.5,,116
"3,210.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.7,,91
"3,211.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.5,,89
"3,621.", Blue Heelers,(1994–2006),43 min,"Action, Crime, Drama",8.5,,14
"3,622.", Blue Heelers,(1994–2006),,,7.3,,9
"3,623.", Blue Heelers,(1994–2006),,,7.7,,8
"3,624.", Blue Heelers,(1994–2006),,,8,,7
"3,625.", Blue Heelers,(1994–2006),44 min,"Action, Crime, Drama",7.3,,13
"3,626.", Blue Heelers,(1994–2006),,,8.7,,9
"3,627.", Blue Heelers,(1994–2006),,,7.9,,10
"3,628.", Blue Heelers,(1994–2006),,,8.1,,9
"3,629.", Blue Heelers,(1994–2006),46 min,"Action, Crime, Drama",8.2,,20
"3,630.", Blue Heelers,(1994–2006),,,8,,9
"3,631.", Blue Heelers,(1994–2006),,,8.4,,11
"3,632.", Blue Heelers,(1994–2006),,,8.2,,8
"3,633.", Blue Heelers,(1994–2006),,,7.7,,8
"3,634.", Blue Heelers,(1994–2006),43 min,"Action, Crime, Drama",8.4,,13
"3,635.", Blue Heelers,(1994–2006),,,8,,7
"3,636.", Blue Heelers,(1994–2006),46 min,"Action, Crime, Drama",7.7,,21
"3,637.", Blue Heelers,(1994–2006),,,5.8,,7
"3,638.", Blue Heelers,(1994–2006),,,7.9,,8
"3,639.", Blue Heelers,(1994–2006),,,8.2,,9
"3,640.", Blue Heelers,(1994–2006),44 min,"Action, Crime, Drama",8,,10
"3,641.", Blue Heelers,(1994–2006),,,7.9,,9
"3,642.", Blue Heelers,(1994–2006),46 min,"Action, Crime, Drama",8,,20
"3,643.", Blue Heelers,(1994–2006),,,7.6,,11
"3,644.", Blue Heelers,(1994–2006),,,8,,8
"3,645.", Blue Heelers,(1994–2006),,,7.8,,7
"3,646.", Blue Heelers,(1994–2006),42 min,"Action, Crime, Drama",7.8,,24
"3,647.", Blue Heelers,(1994–2006),43 min,"Action, Crime, Drama",8.8,,17
"3,648.", Blue Heelers,(1994–2006),,,8.1,,12
"3,649.", Blue Heelers,(1994–2006),44 min,"Action, Crime, Drama",9.2,,18
"3,650.", Blue Heelers,(1994–2006),47 min,"Action, Crime, Drama",8.2,,12
"3,651.", Blue Heelers,(1994–2006),,,8.2,,9
"3,652.", Blue Heelers,(1994–2006),,,6.8,,9
"3,653.", Blue Heelers,(1994–2006),44 min,"Action, Crime, Drama",7.5,,13
"3,654.", Blue Heelers,(1994–2006),,,8.3,,8
"3,655.", Blue Heelers,(1994–2006),,,8.2,,7
"3,656.", Blue Heelers,(1994–2006),46 min,"Action, Crime, Drama",8.2,,13
"3,657.", Blue Heelers,(1994–2006),,,7.6,,9
"3,658.", Blue Heelers,(1994–2006),,,8.1,,10
"3,659.", Blue Heelers,(1994–2006),,,8.9,,12
"3,660.", Blue Heelers,(1994–2006),,,7.5,,7
"3,661.", Blue Heelers,(1994–2006),,,7.3,,9
"3,662.", Blue Heelers,(1994–2006),44 min,"Action, Crime, Drama",8.5,,17
"3,663.", Blue Heelers,(1994–2006),44 min,"Action, Crime, Drama",8.6,,17
"3,664.", Blue Heelers,(1994–2006),,,6.8,,7
"3,665.", Blue Heelers,(1994–2006),43 min,"Action, Crime, Drama",8.2,,13
"3,666.", Blue Heelers,(1994–2006),46 min,"Action, Crime, Drama",8.1,,21
"3,667.", Blue Heelers,(1994–2006),,,7.7,,8
"3,668.", Blue Heelers,(1994–2006),,,8.1,,10
"3,669.", Blue Heelers,(1994–2006),,,8.3,,10
"3,670.", Blue Heelers,(1994–2006),,,8,,10
"7,752.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",6.5,,62
"7,753.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",6.7,,57
"7,754.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",7.5,,50
"7,755.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",6.7,,81
"7,756.", Gargoyles: The Goliath Chronicles,(1996–1997),22 min,"Animation, Action, Crime",7.1,,60
"7,757.", Gargoyles: The Goliath Chronicles,(1996–1997),,,6.8,,49
"7,758.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",7.4,,58
"7,759.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",7.4,,92
"7,760.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",6.6,,59
"7,761.", Gargoyles: The Goliath Chronicles,(1996–1997),,,6.5,,58
"7,762.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",7.3,,60
"7,763.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",7.8,,91
"7,764.", Gargoyles: The Goliath Chronicles,(1996–1997),21 min,"Animation, Action, Crime",6.5,,58
"7,765.", Gegen den Wind,(1995–1999),48 min,Action,,,
"7,766.", Gegen den Wind,(1995–1999),48 min,Action,6.4,,8
"7,767.", Geisterjäger John Sinclair,(2000– ),,,4.9,,18
"7,768.", Geisterjäger John Sinclair,(2000– ),46 min,"Action, Fantasy, Horror",4.8,"Robert Sigl,Bernd Fiedler,Kai Maertens,Jana Hora-Goosmann,Urs Remond,Birgit Stojanov",19
"7,769.", Geisterjäger John Sinclair,(2000– ),46 min,"Action, Fantasy, Horror",4.6,,19
"7,770.", Geisterjäger John Sinclair,(2000– ),,,3.8,,13
"7,771.", Geisterjäger John Sinclair,(2000– ),46 min,"Action, Fantasy, Horror",3.3,,13
"7,772.", Geisterjäger John Sinclair,(2000– ),,,3.3,,13
"7,773.", Geisterjäger John Sinclair,(2000– ),90 min,"Action, Fantasy, Horror",3.4,,17
"7,774.", Geisterjäger John Sinclair,(2000– ),46 min,"Action, Fantasy, Horror",3.4,,14
"7,775.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.8,"Alan Crosland Jr.,Andy Sidaris,Ben Murphy,William Sylvester,Katherine Crawford,Tony Burton",17
"7,776.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.8,,16
"7,777.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.5,,17
"7,778.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",7.1,,20
"7,779.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.6,,14
"7,780.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.5,,17
"7,781.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.7,,17
"7,782.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",6.2,,23
"7,783.", Gemini Man,(1976),60 min,"Action, Adventure, Sci-Fi",5.8,,23
"7,784.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.4,,177
"7,785.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.2,,173
"7,786.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.2,,161
"7,787.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.1,,161
"7,788.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.6,,231
"7,789.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",7.6,,132
"7,790.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",7.9,,225
"7,791.", Get Smart,(1965–1970),30 min,"Action, Adventure, Comedy",7.8,,123
"7,792.", Get Smart,(1965–1970),30 min,"Action, Adventure, Comedy",7.5,,127
"7,793.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",7.6,,196
"7,794.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.1,,186
"7,795.", Get Smart,(1965–1970),30 min,"Action, Adventure, Comedy",7.3,,136
"7,796.", Get Smart,(1965–1970),30 min,"Action, Adventure, Comedy",7.6,,132
"7,797.", Get Smart,(1965–1970),30 min,"Action, Adventure, Comedy",7.8,,133
"7,798.", Get Smart,(1965–1970),30 min,"Action, Adventure, Comedy",6.8,,136
"7,799.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",7.1,,154
"7,800.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",8.4,,238
"7,801.", Get Smart,(1965–1970),25 min,"Action, Adventure, Comedy",7.6,,160
"1,479.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.5,,90
"1,480.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.3,,85
"1,481.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",6.5,,138
"1,482.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",7.7,,164
"1,483.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",7.4,,149
"1,484.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.8,,104
"1,485.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",7,,109
"1,486.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",7,,160
"1,487.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.3,,101
"1,488.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",6.4,,99
"1,489.", Airwolf,(1984–1986),49 min,"Action, Adventure, Sci-Fi",6.9,,164
"1,490.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.9,,107
"1,491.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",7.1,,102
"1,492.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",7.2,,100
"1,493.", Airwolf,(1984–1986),110 min,"Action, Adventure, Sci-Fi",7.4,,329
"1,494.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",7.1,,101
"1,495.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.7,,119
"1,496.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",7.1,,160
"1,497.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.6,,104
"1,498.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",6.8,,86
"1,499.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.7,,87
"1,500.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",7.4,,108
"1,501.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",6.8,,114
"1,502.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.8,,121
"1,503.", Airwolf,(1984–1986),49 min,"Action, Adventure, Sci-Fi",7.5,,150
"1,504.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.3,,79
"1,505.", Airwolf,(1984–1986),60 min,"Action, Adventure, Sci-Fi",6.7,,89
"1,506.", Airwolf,(1984–1986),48 min,"Action, Adventure, Sci-Fi",6.9,,86
"1,507.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.3,,37
"1,508.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.3,,44
"1,509.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.2,,67
"1,510.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.8,,33
"1,511.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.6,,32
"1,512.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.7,,44
"1,513.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",6,,36
"1,514.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.7,,32
"1,515.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.9,,33
"1,516.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",6.5,,37
"1,517.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.2,,34
"1,518.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.6,,31
"1,519.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.3,,30
"1,520.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.7,,34
"1,521.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.6,,36
"1,522.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.7,,32
"1,523.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.5,,32
"1,524.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",6,,35
"1,525.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.7,,32
"1,526.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.7,,35
"1,527.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.5,,31
"1,528.", Airwolf,(1987),47 min,"Action, Adventure, Sci-Fi",5.9,,35
51., Dirty Pair,(1985–1988),24 min,"Animation, Action, Adventure",6.4,"Mitsuko Kase,Toshifumi Takizawa,Kyôko Tongû,Saeko Shimazu,Naoki Makishima,Ikuya Sawaki",26
52., Dirty Pair,(1985–1988),24 min,"Animation, Action, Adventure",3.8,"Yukihiro Shino,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",16
53., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",5.9,"Takaya Mizutani,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",16
54., High Mountain Rangers,(1987–1988),100 min,"Action, Adventure",8.1,,80
55., The Highwayman,(1987–1988),91 min,"Action, Sci-Fi",5.7,,216
56., Houston Knights,(1987–1988),60 min,"Action, Crime, Drama",8.2,"Richard Lang,Gary Nelson,Michael Paré,Michael Beck,Leigh Taylor-Young,John Hancock",98
57., CBS Summer Playhouse,(1987–1989),60 min,"Action, Adventure, Comedy",5.5,,77
58., Remington Steele,(1982–1987),49 min,"Action, Adventure, Comedy",7.6,,233
59., Star Trek: The Next Generation,(1987–1994),92 min,"Action, Adventure, Sci-Fi",6.9,,6947
60., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",6.6,"Yukihiro Shino,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",16
61., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",7.3,"Masahisa Ishida,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",15
62., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",6.4,"Takaya Mizutani,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",15
63., Dirty Pair,(1985–1988),24 min,"Animation, Action, Adventure",6.2,"Kazuhito Kikuchi,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",15
64., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",6.2,"Mamoru Hamatsu,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",15
65., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",6,"Toshifumi Takizawa,Takashi Tanazawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",15
66., Dirty Pair OVA,(1987– ),24 min,"Animation, Short, Action",6.9,,10
67., Dirty Pair,(1985–1988),23 min,"Animation, Action, Adventure",7.4,"Mamoru Hamatsu,Toshifumi Takizawa,Jessica Calvello,Pam Lauer,Saeko Shimazu,Kyôko Tongû",17
68., Vampire Princess Miyu,(1997–1998),,,7,"Toshiki Hirano,Shigeru Yamazaki,Miki Nagasawa,Shin'ichirô Miki,Megumi Ogata,Asako Shirakura",9
69., Vampire Princess Miyu,(1997–1998),,,6.9,"Toshiki Hirano,Keitarô Motonaga,Miki Nagasawa,Shin'ichirô Miki,Megumi Ogata,Asako Shirakura",14
70., Vampire Princess Miyu,(1997–1998),,,6.7,"Toshiki Hirano,Keitarô Motonaga,Miki Nagasawa,Shin'ichirô Miki,Megumi Ogata,Asako Shirakura",8
71., CBS Summer Playhouse,(1987–1989),47 min,"Action, Adventure, Comedy",4.7,,27
72., CBS Summer Playhouse,(1987–1989),90 min,"Action, Adventure, Comedy",4.4,,14
73., Le gorille,(1990–1992),87 min,"Action, Comedy, Thriller",,,
74., Quantum Leap,(1989–1993),44 min,"Action, Adventure, Drama",7.8,,5375
75., Vampire Princess Miyu,(1997–1998),,,6.8,"Toshiki Hirano,Keitarô Motonaga,Miki Nagasawa,Shin'ichirô Miki,Megumi Ogata,Asako Shirakura",8
76., Chillers,(1990),53 min,"Action, Drama, Horror",5.3,,48
77., Frederick Forsyth Presents,(1989– ),98 min,"Action, Thriller",5.8,,60
78., The Flash,(1990–1991),94 min,"Action, Crime, Fantasy",6.6,,1457
79., Hunter,(1984–1991),60 min,"Action, Crime, Drama",7.7,,67
80., Frederick Forsyth Presents,(1989– ),97 min,"Action, Thriller",6.2,,44
81., Chillers,(1990),51 min,"Action, Drama, Horror",6.7,,25
82., Devil Hunter Yohko,(1990– ),,,6.7,,79
83., Babylon 5,(1993–1998),89 min,"Action, Adventure, Drama",6.5,,9501
84., Devil Hunter Yohko,(1990– ),,,6.5,,64
85., SeaQuest 2032,(1993–1996),88 min,"Action, Adventure, Family",6.8,,1268
86., Ranma ½ OVA,(1993–2008),23 min,"Animation, Action, Comedy",6.3,,36
87., Sharpe,(1993–2008),100 min,"Action, Adventure, Drama",7.8,,3293
88., Sharpe,(1993–2008),102 min,"Action, Adventure, Drama",7.6,,4345
89., Star Trek: Deep Space Nine,(1993–1999),90 min,"Action, Adventure, Drama",7.5,,4336
90., The Young Indiana Jones Chronicles,(1992–1993),82 min,"Action, Adventure, Family",7.4,,420
91., Ranma ½ OVA,(1993–2008),31 min,"Animation, Action, Comedy",7.4,,480
92., Sharpe,(1993–2008),100 min,"Action, Adventure, Drama",7.8,,2827
93., Sharpe,(1993–2008),90 min,"Action, Adventure, Drama",7.8,,2773
94., Sharpe,(1993–2008),101 min,"Action, Adventure, Drama",7.6,,2410
95., Star Trek: The Next Generation,(1987–1994),105 min,"Action, Adventure, Sci-Fi",9.1,,8931
96., Sharpe,(1993–2008),100 min,"Action, Adventure, Drama",7.8,,2300
97., Sharpe,(1993–2008),101 min,"Action, Adventure, Drama",7.3,,2371
98., Sharpe,(1993–2008),101 min,"Action, Adventure, Drama",7.8,,2322
99., Star Trek: Voyager,(1995–2001),91 min,"Action, Adventure, Sci-Fi",7.4,,4018
100., Alarm Code 112,(1996),87 min,"Action, Drama",8.8,,7
"6,069.", Digimon: Digital Monsters,(1999–2007),22 min,"Animation, Action, Adventure",7.6,,98
"6,070.", Digimon: Digital Monsters,(1999–2007),22 min,"Animation, Action, Adventure",7.9,"Yukio Kaizawa,Chiaki Konaka,Brian Beacock,Steve Blum,Tifanie Christun,Mari Devon",68
"6,071.", Digimon: Digital Monsters,(1999–2007),22 min,"Animation, Action, Adventure",8,,93
"6,072.", Digimon: Digital Monsters,(1999–2007),,,8.3,,61
"6,073.", Digimon: Digital Monsters,(1999–2007),21 min,"Animation, Action, Adventure",8,"Yukio Kaizawa,Hiroki Shibata,Brian Beacock,Steve Blum,Michael Reisz,Michelle Ruff",44
"6,074.", Digimon: Digital Monsters,(1999–2007),21 min,"Animation, Action, Adventure",7.1,,145
"6,075.", Digimon: Digital Monsters,(1999–2007),,,7.9,"Yukio Kaizawa,Tetsuji Nakamura,Brian Beacock,Steve Blum,Melissa Fahn,Michael Reisz",44
"6,076.", Digimon: Digital Monsters,(1999–2007),21 min,"Animation, Action, Adventure",7.6,,328
"6,077.", Digimon: Digital Monsters,(1999–2007),21 min,"Animation, Action, Adventure",7.9,"Yukio Kaizawa,Chiaki Konaka,Brian Beacock,Steve Blum,Mari Devon,Brian Donovan",64
"6,078.", Digimon: Digital Monsters,(1999–2007),22 min,"Animation, Action, Adventure",7.8,"Yukio Kaizawa,Chiaki Konaka,Brian Beacock,Steve Blum,Tifanie Christun,Mari Devon",63
"6,079.", Digimon: Digital Monsters,(1999–2007),,,8,"Yukio Kaizawa,Takenori Kawada,Brian Beacock,Steve Blum,Michael Reisz,Michelle Ruff",44
"6,080.", Digimon: Digital Monsters,(1999–2007),,,8.1,"Yukio Kaizawa,Takao Yoshizawa,Brian Beacock,Steve Blum,Melissa Fahn,Michael Reisz",44
"6,081.", Digimon: Digital Monsters,(1999–2007),,,8,"Yukio Kaizawa,Tetsuji Nakamura,Brian Beacock,Steve Blum,Melissa Fahn,Michael Reisz",44
"6,082.", Digimon: Digital Monsters,(1999–2007),22 min,"Animation, Action, Adventure",8,"Yukio Kaizawa,Chiaki Konaka,Brian Beacock,Steve Blum,Tifanie Christun,Brian Donovan",64
"6,083.", Digimon: Digital Monsters,(1999–2007),,,8.1,"Yukio Kaizawa,Hiroyuki Kakudo,Brian Beacock,Steve Blum,Melissa Fahn,Michael Reisz",44
"6,084.", Digimon: Digital Monsters,(1999–2007),20 min,"Animation, Action, Adventure",7.4,,90
"6,085.", Digimon: Digital Monsters,(1999–2007),21 min,"Animation, Action, Adventure",6.9,"Takahiro Imamura,Tetsuo Imazawa,Hiroyuki Kakudo,Joshua Seth,Michael Reisz,Philece Sampler,Wendee Lee",193
